EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,BusinessTravel,OverTime,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,NumCompaniesWorked,MonthlyIncome,SalaryBand,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,PerformanceRating,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,DistanceFromHome,Attrition
EMP1099,49,Female,Single,Sales,Manager,2,Other,Travel_Rarely,Yes,4,4,4,0,5330,Medium,17,3,1,4,2,4,1,2,28,No
EMP1100,47,Male,Divorced,Research & Development,Manager,1,Life Sciences,Travel_Rarely,No,6,0,1,1,15527,Very High,14,1,4,3,4,3,3,4,19,No
EMP1101,46,Female,Married,Sales,Manager,2,Medical,Non-Travel,No,5,3,3,3,3598,Medium,20,0,5,3,1,2,4,4,18,No
EMP1102,46,Male,Divorced,Research & Development,Laboratory Technician,1,Marketing,Travel_Frequently,No,4,4,1,3,5195,Medium,21,0,3,3,2,2,3,4,15,No
EMP1103,47,Male,Married,Research & Development,Manager,2,Marketing,Travel_Rarely,No,7,5,0,9,13604,Very High,21,0,5,3,2,3,4,4,2,No
EMP1104,33,Male,Single,Research & Development,Research Scientist,4,Marketing,Non-Travel,No,2,2,2,5,1325,Low,18,1,3,3,1,2,2,3,14,Yes
EMP1105,57,Male,Married,Sales,Sales Executive,4,Medical,Non-Travel,No,5,2,3,5,1296,Low,25,3,4,3,2,1,4,2,21,No
EMP1106,36,Female,Married,Sales,Manager,4,Marketing,Travel_Rarely,Yes,14,3,1,7,4538,Medium,17,0,3,3,3,2,2,3,10,No
EMP1107,35,Female,Single,Research & Development,Research Director,4,Life Sciences,Non-Travel,No,4,2,1,8,5281,Medium,17,2,6,4,2,3,3,1,28,No
EMP1108,18,Female,Single,Research & Development,Laboratory Technician,1,Technical Degree,Travel_Rarely,No,7,3,5,0,1305,Low,19,0,2,3,1,1,1,4,16,Yes
EMP1109,31,Male,Single,Research & Development,Healthcare Representative,2,Medical,Non-Travel,Yes,3,2,0,0,5683,Medium,18,3,3,3,3,2,2,1,7,No
EMP1110,19,Male,Single,Sales,Manager,4,Marketing,Travel_Rarely,No,7,3,6,5,3466,Medium,22,0,1,3,3,4,3,3,8,No
EMP1111,45,Male,Married,Research & Development,Research Scientist,1,Human Resources,Travel_Rarely,No,9,0,3,3,10414,High,11,2,3,3,2,1,3,1,10,No
EMP1112,47,Female,Married,Sales,Sales Executive,2,Technical Degree,Travel_Frequently,No,13,7,0,3,3893,Medium,17,0,6,3,4,1,4,4,15,No
EMP1113,55,Male,Single,Human Resources,Manager,1,Other,Travel_Rarely,Yes,14,2,5,0,1909,Low,25,0,0,3,3,4,2,1,8,Yes
EMP1114,21,Female,Married,Sales,Sales Representative,4,Medical,Travel_Rarely,Yes,1,1,1,8,1309,Low,13,3,6,3,1,4,3,3,13,No
EMP1115,18,Male,Married,Research & Development,Healthcare Representative,3,Human Resources,Travel_Rarely,No,8,7,6,2,3617,Medium,22,0,3,3,4,2,1,4,12,No
EMP1116,25,Male,Single,Sales,Sales Executive,1,Other,Travel_Rarely,No,12,3,2,4,1434,Low,14,0,5,3,4,2,4,2,8,No
EMP1117,46,Male,Single,Research & Development,Manager,4,Human Resources,Travel_Rarely,No,8,1,2,9,18510,Very High,16,1,4,3,3,3,4,3,15,No
EMP1118,56,Male,Single,Research & Development,Laboratory Technician,5,Marketing,Travel_Rarely,No,14,1,4,0,3133,Medium,15,3,0,4,2,3,3,4,26,No
EMP1119,20,Female,Married,Sales,Sales Executive,2,Medical,Travel_Rarely,Yes,13,0,7,7,2775,Low,18,3,4,3,4,1,2,2,12,No
EMP1120,49,Male,Single,Research & Development,Manufacturing Director,4,Marketing,Travel_Rarely,Yes,9,4,2,2,9367,High,12,3,5,3,2,4,4,1,11,Yes
EMP1121,27,Female,Married,Sales,Sales Executive,5,Other,Travel_Rarely,No,9,4,5,0,3782,Medium,15,3,1,3,3,4,2,1,19,No
EMP1122,27,Male,Married,Sales,Manager,1,Life Sciences,Travel_Rarely,No,12,0,7,9,1760,Low,15,0,2,3,1,3,3,1,14,No
EMP1123,36,Female,Married,Human Resources,Manager,1,Human Resources,Travel_Rarely,No,5,4,5,5,11651,High,25,2,1,3,4,1,3,4,27,No
EMP1124,51,Male,Single,Research & Development,Research Director,5,Life Sciences,Travel_Rarely,No,3,3,3,0,7806,High,13,2,0,3,1,1,2,1,18,No
EMP1125,50,Female,Married,Research & Development,Healthcare Representative,5,Other,Travel_Rarely,No,3,3,3,2,6295,High,24,1,5,3,2,3,1,1,13,No
EMP1126,40,Female,Married,Research & Development,Manufacturing Director,2,Marketing,Travel_Rarely,No,12,7,4,4,1809,Low,20,0,5,3,2,3,4,2,4,No
EMP1127,45,Female,Divorced,Research & Development,Research Director,1,Technical Degree,Travel_Rarely,No,5,5,3,3,5087,Medium,25,3,2,4,1,3,3,2,17,No
EMP1128,49,Male,Married,Sales,Sales Executive,5,Human Resources,Travel_Rarely,No,4,4,4,6,9939,High,25,3,3,3,3,2,1,2,19,Yes
EMP1129,24,Female,Married,Sales,Manager,3,Technical Degree,Travel_Rarely,No,5,5,5,5,1375,Low,23,2,0,3,3,1,1,4,27,No
EMP1130,46,Male,Married,Research & Development,Research Director,3,Medical,Travel_Rarely,No,6,6,2,2,2817,Low,15,1,2,3,4,1,2,3,9,Yes
EMP1131,25,Male,Married,Human Resources,Manager,5,Human Resources,Travel_Rarely,Yes,6,5,6,7,10650,High,14,0,6,4,4,1,2,1,23,Yes
EMP1132,18,Male,Divorced,Sales,Sales Executive,2,Life Sciences,Travel_Rarely,No,8,3,7,7,1858,Low,21,1,6,3,3,3,2,1,7,Yes
EMP1133,20,Male,Single,Sales,Sales Representative,1,Technical Degree,Travel_Rarely,Yes,7,1,7,1,10400,High,15,0,4,3,3,3,1,4,1,Yes
EMP1134,41,Female,Divorced,Research & Development,Research Scientist,3,Other,Travel_Rarely,Yes,12,0,2,6,4418,Medium,20,1,2,3,1,3,4,1,7,No
EMP1135,40,Male,Married,Human Resources,Manager,5,Medical,Travel_Frequently,No,5,5,1,0,4380,Medium,19,1,4,3,2,3,2,4,26,No
EMP1136,25,Male,Married,Sales,Manager,5,Human Resources,Travel_Rarely,No,11,3,3,1,2614,Low,17,3,6,3,2,4,4,4,7,No
EMP1137,54,Female,Single,Research & Development,Manufacturing Director,4,Other,Travel_Rarely,No,5,5,0,7,7089,High,11,2,6,3,4,3,2,4,20,No
EMP1138,20,Male,Married,Research & Development,Healthcare Representative,5,Medical,Non-Travel,No,14,0,6,0,4359,Medium,13,3,4,3,3,2,1,3,7,No
EMP1139,50,Female,Married,Sales,Sales Representative,2,Life Sciences,Travel_Rarely,No,13,1,1,1,5067,Medium,19,2,5,3,1,4,4,4,8,No
EMP1140,45,Male,Single,Sales,Sales Representative,3,Other,Non-Travel,Yes,4,4,3,0,10453,High,14,1,2,3,4,4,4,3,16,No
EMP1141,25,Male,Single,Research & Development,Healthcare Representative,4,Human Resources,Travel_Rarely,No,0,0,0,4,10497,High,14,0,5,3,1,3,1,3,3,No
EMP1142,51,Male,Divorced,Research & Development,Healthcare Representative,3,Medical,Travel_Rarely,No,8,1,5,6,17127,Very High,20,3,6,3,3,1,4,1,13,No
EMP1143,52,Female,Married,Sales,Sales Representative,3,Marketing,Travel_Rarely,No,8,0,4,5,4282,Medium,16,0,5,3,3,3,1,2,10,No
EMP1144,49,Female,Married,Research & Development,Manager,2,Human Resources,Travel_Rarely,No,8,2,6,5,3604,Medium,13,3,1,3,3,1,1,3,18,No
EMP1145,41,Female,Single,Research & Development,Laboratory Technician,5,Human Resources,Travel_Rarely,Yes,14,3,3,5,19054,Very High,13,3,1,3,2,3,3,3,7,No
EMP1146,31,Male,Married,Research & Development,Research Director,2,Human Resources,Travel_Rarely,No,10,7,4,7,5404,Medium,25,3,5,4,3,3,2,2,21,No
EMP1147,49,Male,Married,Research & Development,Laboratory Technician,5,Human Resources,Travel_Rarely,No,7,6,6,4,1872,Low,19,0,5,3,4,1,3,3,21,No
EMP1148,33,Male,Married,Research & Development,Healthcare Representative,4,Marketing,Travel_Rarely,No,12,0,4,9,2417,Low,23,3,4,4,2,1,1,2,5,No
EMP1149,21,Male,Married,Research & Development,Healthcare Representative,2,Other,Travel_Rarely,No,9,7,6,6,9240,High,15,3,5,4,1,1,1,1,23,No
EMP1150,54,Male,Married,Research & Development,Manufacturing Director,2,Other,Travel_Rarely,No,12,0,2,2,5278,Medium,24,3,0,3,4,1,4,4,25,No
EMP1151,38,Female,Married,Research & Development,Manager,1,Other,Travel_Rarely,No,2,2,0,8,11961,High,17,0,2,4,4,2,1,2,27,No
EMP1152,31,Male,Single,Research & Development,Manufacturing Director,2,Life Sciences,Travel_Rarely,No,0,0,0,9,5434,Medium,15,3,0,3,1,1,1,4,24,No
EMP1153,48,Male,Divorced,Research & Development,Research Scientist,1,Marketing,Travel_Rarely,No,10,7,7,2,2866,Low,16,0,1,3,2,3,1,2,22,No
EMP1154,35,Female,Married,Sales,Sales Executive,5,Marketing,Travel_Rarely,Yes,11,7,3,5,3924,Medium,18,2,0,3,4,3,2,4,7,Yes
EMP1155,24,Female,Single,Research & Development,Manufacturing Director,5,Medical,Travel_Rarely,Yes,11,0,0,2,1813,Low,25,3,3,3,4,2,3,1,25,Yes
EMP1156,27,Male,Married,Research & Development,Laboratory Technician,5,Technical Degree,Travel_Rarely,No,7,3,4,0,3433,Medium,18,1,3,3,4,1,3,3,27,No
EMP1157,24,Male,Divorced,Sales,Sales Representative,1,Other,Non-Travel,Yes,6,5,2,0,5569,Medium,12,2,1,3,2,3,2,1,22,Yes
EMP1158,50,Male,Single,Research & Development,Manager,5,Technical Degree,Travel_Rarely,Yes,12,6,6,2,5815,Medium,21,0,0,3,2,2,2,3,17,No
EMP1159,40,Male,Single,Research & Development,Research Director,3,Medical,Travel_Rarely,No,4,3,0,3,9507,High,19,1,2,3,2,3,2,4,4,No
EMP1160,38,Female,Married,Sales,Sales Representative,2,Marketing,Travel_Rarely,No,9,6,1,1,7029,High,20,0,1,3,4,2,3,4,24,No
EMP1161,36,Male,Single,Research & Development,Research Director,1,Medical,Travel_Rarely,No,6,0,4,8,9606,High,22,0,3,3,3,2,3,3,23,No
EMP1162,36,Female,Divorced,Sales,Manager,5,Human Resources,Travel_Rarely,Yes,9,1,1,7,1626,Low,22,3,1,3,1,4,1,2,16,No
EMP1163,53,Female,Single,Sales,Manager,3,Medical,Travel_Rarely,Yes,3,3,3,2,1557,Low,22,1,0,4,3,4,3,1,19,No
EMP1164,46,Female,Married,Research & Development,Research Scientist,2,Medical,Non-Travel,Yes,8,2,0,6,4852,Medium,24,0,0,3,2,1,4,2,10,No
EMP1165,35,Male,Single,Sales,Sales Representative,2,Human Resources,Travel_Frequently,No,10,5,0,3,12117,Very High,16,2,0,3,4,4,3,4,3,No
EMP1166,19,Male,Single,Research & Development,Laboratory Technician,5,Technical Degree,Travel_Rarely,No,9,6,0,4,8605,High,17,3,4,4,4,2,2,1,27,No
EMP1167,18,Female,Divorced,Research & Development,Laboratory Technician,3,Human Resources,Travel_Rarely,No,13,4,5,3,9344,High,13,2,0,3,3,3,3,1,3,No
EMP1168,22,Male,Married,Research & Development,Research Director,1,Life Sciences,Travel_Rarely,Yes,1,1,1,8,1122,Low,14,2,5,3,3,3,1,2,28,No
EMP1169,37,Male,Married,Research & Development,Manufacturing Director,5,Medical,Travel_Rarely,No,8,1,3,6,3410,Medium,16,3,3,3,1,1,3,3,17,No
EMP1170,28,Male,Single,Sales,Sales Representative,2,Medical,Travel_Rarely,No,8,4,4,3,5230,Medium,17,0,6,3,4,4,2,3,10,No
EMP1171,59,Male,Married,Research & Development,Laboratory Technician,2,Technical Degree,Travel_Rarely,No,4,4,4,7,2126,Low,16,2,3,4,3,1,4,1,17,Yes
EMP1172,19,Female,Married,Sales,Sales Representative,2,Marketing,Travel_Rarely,No,10,3,6,1,1268,Low,15,0,4,3,1,2,2,3,22,No
EMP1173,20,Male,Divorced,Research & Development,Research Scientist,5,Human Resources,Travel_Rarely,No,0,0,0,6,19926,Very High,24,0,3,3,2,4,4,4,17,No
EMP1174,40,Male,Divorced,Human Resources,Manager,4,Marketing,Non-Travel,Yes,6,0,6,0,1252,Low,22,3,3,3,3,1,1,2,21,No
EMP1175,29,Male,Married,Sales,Sales Representative,4,Life Sciences,Travel_Rarely,Yes,9,2,4,7,1431,Low,12,2,1,3,2,3,1,2,4,Yes
EMP1176,37,Male,Married,Research & Development,Manager,4,Human Resources,Travel_Rarely,No,9,5,3,5,1343,Low,22,2,6,3,1,3,3,2,21,No
EMP1177,22,Female,Married,Research & Development,Research Scientist,3,Life Sciences,Travel_Rarely,Yes,3,3,3,4,17604,Very High,25,3,6,4,2,1,1,1,23,Yes
EMP1178,54,Female,Married,Research & Development,Manufacturing Director,5,Life Sciences,Travel_Rarely,Yes,8,0,0,8,3677,Medium,25,0,0,4,4,1,1,1,6,No
EMP1179,55,Male,Single,Research & Development,Manager,2,Life Sciences,Travel_Frequently,Yes,5,5,0,8,9078,High,17,0,5,3,4,1,2,3,12,No
EMP1180,47,Male,Married,Sales,Manager,3,Other,Travel_Rarely,Yes,12,2,5,2,16815,Very High,15,3,5,3,2,2,2,2,25,No
EMP1181,26,Male,Single,Research & Development,Manager,4,Human Resources,Non-Travel,No,2,2,1,8,2498,Low,22,0,1,3,4,2,3,4,22,No
EMP1182,51,Female,Single,Sales,Sales Executive,1,Human Resources,Travel_Rarely,No,5,1,3,8,5349,Medium,19,0,5,3,1,3,3,4,25,No
EMP1183,52,Male,Single,Research & Development,Research Scientist,3,Other,Non-Travel,No,12,1,2,1,2416,Low,23,2,1,3,4,2,3,2,20,No
EMP1184,39,Female,Married,Human Resources,Manager,3,Technical Degree,Travel_Rarely,No,9,5,3,4,1602,Low,21,0,6,3,2,2,3,1,17,No
EMP1185,41,Male,Divorced,Research & Development,Healthcare Representative,5,Other,Travel_Rarely,No,5,3,5,1,9385,High,14,0,6,4,2,4,2,1,17,No
EMP1186,34,Female,Married,Research & Development,Research Director,3,Medical,Travel_Rarely,No,4,4,4,0,7579,High,24,0,6,3,2,2,3,1,10,No
EMP1187,27,Male,Married,Sales,Sales Executive,5,Marketing,Travel_Rarely,No,1,1,1,6,4885,Medium,20,0,5,3,3,4,3,4,7,Yes
EMP1188,47,Female,Single,Research & Development,Laboratory Technician,1,Marketing,Travel_Rarely,No,9,4,1,3,5553,Medium,22,3,3,3,2,2,1,2,29,No
EMP1189,40,Male,Married,Research & Development,Manager,2,Life Sciences,Travel_Rarely,Yes,9,5,6,4,3638,Medium,12,3,6,3,1,3,3,4,16,No
EMP1190,49,Female,Single,Sales,Sales Executive,2,Human Resources,Travel_Frequently,No,1,1,1,3,2188,Low,17,3,2,3,4,1,4,2,29,No
EMP1191,34,Male,Married,Research & Development,Manufacturing Director,4,Human Resources,Non-Travel,No,6,5,1,5,2367,Low,17,0,0,3,4,3,1,4,13,No
EMP1192,34,Male,Divorced,Sales,Manager,4,Life Sciences,Travel_Rarely,No,1,1,0,1,2563,Low,11,3,2,3,3,2,2,4,3,No
EMP1193,31,Female,Single,Research & Development,Manager,1,Medical,Travel_Rarely,No,11,2,2,7,2613,Low,21,1,3,3,3,1,4,3,2,No
EMP1194,26,Male,Single,Research & Development,Laboratory Technician,2,Marketing,Travel_Rarely,No,5,4,1,3,9917,High,24,1,4,3,1,1,3,4,16,Yes
EMP1195,57,Female,Married,Research & Development,Healthcare Representative,4,Other,Travel_Rarely,No,4,3,4,7,1140,Low,23,1,1,3,2,1,1,2,6,No
EMP1196,19,Female,Divorced,Sales,Manager,3,Technical Degree,Travel_Rarely,Yes,3,1,0,2,1776,Low,15,2,5,3,3,4,3,4,6,No
EMP1197,42,Male,Married,Research & Development,Research Director,5,Medical,Travel_Rarely,No,6,1,6,4,4452,Medium,13,0,5,3,4,3,1,3,13,No
EMP1198,56,Male,Divorced,Research & Development,Manager,4,Human Resources,Travel_Rarely,No,7,2,7,2,9630,High,19,2,3,3,3,4,3,3,7,Yes
EMP1199,26,Male,Married,Research & Development,Research Director,1,Life Sciences,Travel_Rarely,No,3,3,2,6,2554,Low,19,3,5,4,3,1,4,2,5,No
EMP1200,39,Male,Divorced,Research & Development,Laboratory Technician,2,Marketing,Travel_Rarely,Yes,0,0,0,2,2172,Low,17,0,3,3,2,3,2,3,24,No
EMP1201,21,Male,Single,Research & Development,Healthcare Representative,1,Life Sciences,Non-Travel,No,0,0,0,7,3637,Medium,22,1,2,3,3,3,4,3,7,Yes
EMP1202,43,Female,Single,Research & Development,Research Director,5,Human Resources,Travel_Rarely,No,0,0,0,8,11198,High,19,0,4,4,1,2,4,1,2,No
EMP1203,46,Male,Divorced,Research & Development,Research Director,5,Life Sciences,Travel_Frequently,Yes,10,4,2,1,5219,Medium,22,2,1,3,4,4,2,2,17,No
EMP1204,51,Male,Divorced,Research & Development,Research Scientist,1,Other,Non-Travel,No,0,0,0,2,9079,High,12,3,5,3,2,4,1,3,13,No
EMP1205,40,Male,Single,Research & Development,Research Director,4,Marketing,Travel_Frequently,Yes,4,0,3,6,13528,Very High,21,3,4,3,4,2,1,3,25,No
EMP1206,54,Male,Single,Research & Development,Research Scientist,4,Life Sciences,Travel_Rarely,No,3,3,2,4,9852,High,20,2,4,3,1,4,2,3,21,No
EMP1207,28,Male,Single,Research & Development,Healthcare Representative,2,Marketing,Travel_Frequently,No,12,3,3,9,3015,Medium,18,0,4,4,1,1,3,2,28,No
EMP1208,23,Female,Single,Research & Development,Manager,2,Life Sciences,Non-Travel,No,13,1,2,6,5738,Medium,20,2,0,3,3,1,1,1,27,No
EMP1209,35,Female,Single,Sales,Sales Representative,3,Life Sciences,Travel_Rarely,Yes,8,2,5,1,2273,Low,20,3,4,3,3,4,4,4,21,No
EMP1210,38,Male,Divorced,Sales,Sales Executive,3,Marketing,Non-Travel,No,14,4,4,3,19568,Very High,20,1,6,3,3,2,2,1,28,No
EMP1211,59,Female,Married,Sales,Sales Executive,2,Other,Travel_Rarely,Yes,2,2,2,0,4216,Medium,23,3,3,3,4,3,4,2,16,No
EMP1212,53,Male,Married,Sales,Manager,3,Life Sciences,Travel_Rarely,Yes,13,4,1,4,1333,Low,11,3,0,3,1,4,1,2,26,Yes
EMP1213,58,Female,Married,Research & Development,Healthcare Representative,1,Other,Non-Travel,Yes,6,3,5,7,7432,High,13,0,6,3,2,3,2,2,20,No
EMP1214,55,Female,Married,Research & Development,Research Director,4,Medical,Travel_Rarely,Yes,10,5,1,0,2250,Low,18,1,0,3,3,2,2,4,2,No
EMP1215,51,Female,Divorced,Research & Development,Manager,3,Technical Degree,Travel_Rarely,No,7,7,7,6,5980,Medium,21,3,4,3,4,3,1,2,5,No
EMP1216,34,Male,Married,Research & Development,Laboratory Technician,3,Medical,Non-Travel,No,5,1,5,6,5222,Medium,18,1,5,4,3,2,1,1,18,No
EMP1217,54,Male,Single,Human Resources,Manager,1,Technical Degree,Travel_Rarely,No,11,2,5,6,4257,Medium,24,2,5,3,1,2,2,3,28,No
EMP1218,42,Male,Married,Research & Development,Manager,5,Medical,Non-Travel,No,12,0,5,0,7180,High,20,0,5,3,2,1,3,3,7,No
EMP1219,55,Female,Married,Research & Development,Research Scientist,2,Technical Degree,Travel_Rarely,No,9,0,6,2,1741,Low,18,1,5,3,1,1,2,2,11,No
EMP1220,29,Male,Divorced,Research & Development,Manager,1,Life Sciences,Travel_Rarely,No,12,5,2,1,4556,Medium,21,1,3,4,4,2,3,2,25,Yes
EMP1221,40,Female,Divorced,Research & Development,Manufacturing Director,5,Marketing,Travel_Rarely,No,0,0,0,4,3450,Medium,25,0,5,3,3,4,4,4,25,No
EMP1222,59,Male,Married,Sales,Manager,1,Marketing,Travel_Rarely,No,7,1,6,1,11894,High,22,2,1,3,1,1,3,3,11,No
EMP1223,39,Female,Married,Research & Development,Healthcare Representative,4,Human Resources,Travel_Rarely,Yes,14,3,4,4,10819,High,21,1,4,3,4,2,3,4,22,No
EMP1224,38,Male,Single,Research & Development,Healthcare Representative,1,Technical Degree,Travel_Rarely,No,9,1,0,4,3279,Medium,17,0,0,3,3,3,1,4,17,No
EMP1225,44,Male,Married,Research & Development,Manager,1,Human Resources,Travel_Rarely,Yes,2,2,2,3,3243,Medium,12,3,1,3,2,3,2,4,16,No
EMP1226,48,Male,Married,Sales,Sales Representative,4,Other,Travel_Rarely,No,7,7,3,6,2713,Low,13,0,5,3,1,4,4,4,13,No
EMP1227,23,Male,Single,Research & Development,Laboratory Technician,2,Other,Travel_Rarely,No,11,0,2,9,19919,Very High,19,3,1,3,3,3,2,1,22,No
EMP1228,44,Male,Married,Research & Development,Manufacturing Director,5,Human Resources,Travel_Rarely,No,3,3,1,5,3102,Medium,12,1,0,3,3,3,3,2,5,No
EMP1229,57,Female,Married,Sales,Sales Executive,3,Technical Degree,Travel_Rarely,Yes,7,0,4,1,8879,High,23,1,5,3,3,2,3,2,20,No
EMP1230,51,Male,Single,Research & Development,Manager,2,Marketing,Travel_Rarely,No,10,6,1,3,2459,Low,17,1,1,4,3,3,3,4,16,No
EMP1231,29,Male,Divorced,Research & Development,Healthcare Representative,1,Technical Degree,Travel_Rarely,Yes,0,0,0,6,1411,Low,11,2,3,4,1,3,2,4,28,No
EMP1232,24,Female,Single,Research & Development,Manager,3,Other,Travel_Rarely,No,2,2,2,8,3762,Medium,13,2,3,3,3,3,3,1,22,No
EMP1233,27,Male,Divorced,Sales,Manager,4,Life Sciences,Travel_Rarely,Yes,5,5,4,8,10560,High,23,3,4,3,4,3,2,4,22,No
EMP1234,34,Female,Married,Research & Development,Research Director,2,Human Resources,Non-Travel,Yes,14,2,6,2,4723,Medium,24,0,4,3,1,2,4,1,16,No
EMP1235,43,Female,Married,Research & Development,Research Director,5,Human Resources,Travel_Rarely,No,14,3,1,0,13142,Very High,11,3,6,4,3,3,4,1,16,No
EMP1236,38,Male,Married,Research & Development,Manufacturing Director,2,Other,Travel_Rarely,Yes,8,1,6,8,3784,Medium,16,0,1,3,1,4,2,4,14,No
EMP1237,45,Male,Married,Sales,Sales Executive,2,Technical Degree,Non-Travel,No,1,0,1,7,4492,Medium,14,1,0,4,4,1,4,2,6,No
EMP1238,19,Male,Married,Research & Development,Manufacturing Director,3,Human Resources,Travel_Rarely,No,10,6,6,6,2457,Low,11,0,3,3,4,4,1,1,2,No
EMP1239,18,Female,Married,Research & Development,Healthcare Representative,4,Marketing,Travel_Rarely,Yes,0,0,0,5,9068,High,15,2,2,3,1,1,3,2,14,Yes
EMP1240,53,Male,Married,Research & Development,Laboratory Technician,4,Human Resources,Travel_Rarely,No,14,6,0,9,1568,Low,24,0,4,3,3,4,3,2,16,No
EMP1241,43,Female,Married,Research & Development,Manufacturing Director,2,Technical Degree,Travel_Rarely,Yes,9,4,6,6,11007,High,14,0,6,3,3,1,3,1,23,No
EMP1242,46,Female,Divorced,Sales,Sales Executive,4,Other,Travel_Rarely,No,2,1,2,8,16255,Very High,24,1,3,4,4,1,1,3,20,No
EMP1243,38,Male,Single,Research & Development,Manufacturing Director,3,Marketing,Travel_Rarely,Yes,3,3,1,5,15959,Very High,21,1,6,3,3,1,3,1,13,No
EMP1244,28,Female,Married,Sales,Manager,3,Marketing,Travel_Rarely,No,10,4,1,9,3093,Medium,20,2,5,3,4,1,2,3,15,Yes
EMP1245,57,Female,Single,Research & Development,Healthcare Representative,5,Human Resources,Travel_Rarely,Yes,4,4,2,2,7235,High,24,0,1,3,3,2,3,1,12,No
EMP1246,28,Male,Married,Sales,Sales Executive,4,Technical Degree,Travel_Rarely,No,2,2,2,2,7058,High,21,0,6,3,4,4,2,1,9,No
EMP1247,53,Female,Married,Research & Development,Research Scientist,5,Human Resources,Travel_Rarely,No,12,3,6,3,1761,Low,20,0,3,3,2,1,4,2,26,No
EMP1248,56,Female,Single,Research & Development,Manufacturing Director,1,Life Sciences,Travel_Rarely,No,9,0,2,9,5085,Medium,12,1,3,3,3,4,2,2,18,No
EMP1249,57,Male,Single,Research & Development,Research Director,3,Other,Travel_Frequently,No,10,7,1,9,1712,Low,23,2,1,4,3,3,2,4,21,No
EMP1250,52,Male,Single,Sales,Manager,2,Life Sciences,Travel_Rarely,No,1,1,1,7,5529,Medium,17,0,4,3,3,1,2,2,14,No
EMP1251,51,Male,Married,Research & Development,Manufacturing Director,3,Marketing,Travel_Frequently,No,1,1,1,9,1061,Low,22,0,4,3,1,4,3,2,20,No
EMP1252,41,Male,Married,Sales,Sales Executive,1,Human Resources,Non-Travel,Yes,6,6,6,8,1575,Low,25,0,2,3,3,2,1,2,25,No
EMP1253,39,Female,Divorced,Research & Development,Manufacturing Director,2,Life Sciences,Non-Travel,No,8,3,7,7,5457,Medium,18,0,2,3,1,4,1,2,4,No
EMP1254,22,Male,Married,Human Resources,Manager,4,Medical,Travel_Rarely,No,9,5,2,9,4589,Medium,14,2,4,3,1,1,2,4,8,No
EMP1255,50,Female,Single,Research & Development,Manufacturing Director,4,Life Sciences,Non-Travel,No,1,1,1,1,5444,Medium,19,2,4,3,4,3,3,2,8,No
EMP1256,53,Male,Divorced,Research & Development,Manager,3,Human Resources,Travel_Rarely,No,6,6,1,3,2997,Low,13,2,6,3,1,4,1,3,22,No
EMP1257,37,Male,Married,Research & Development,Research Director,2,Human Resources,Travel_Rarely,No,6,6,5,3,5013,Medium,23,1,4,3,1,3,4,3,22,No
EMP1258,36,Female,Married,Sales,Sales Executive,2,Other,Travel_Rarely,Yes,10,6,3,1,1870,Low,16,0,4,3,2,2,4,4,16,No
EMP1259,52,Female,Single,Research & Development,Manufacturing Director,5,Life Sciences,Travel_Rarely,No,6,3,4,7,3040,Medium,21,0,3,3,3,4,3,2,27,Yes
EMP1260,34,Male,Married,Research & Development,Manager,1,Human Resources,Travel_Frequently,Yes,2,2,2,2,4510,Medium,24,0,2,4,1,4,4,3,24,No
EMP1261,51,Male,Divorced,Research & Development,Manager,4,Human Resources,Travel_Rarely,No,11,2,3,1,4694,Medium,25,0,1,3,3,2,4,1,28,No
EMP1262,26,Male,Married,Sales,Manager,3,Other,Non-Travel,No,6,2,3,6,11217,High,24,3,0,3,1,2,4,3,29,No
EMP1263,43,Male,Married,Research & Development,Manager,2,Other,Travel_Rarely,No,0,0,0,0,2091,Low,17,2,1,3,4,2,1,2,28,No
EMP1264,19,Male,Married,Research & Development,Laboratory Technician,4,Other,Travel_Rarely,No,9,2,1,5,7757,High,17,3,5,3,2,1,4,3,10,No
EMP1265,26,Male,Divorced,Research & Development,Research Scientist,3,Other,Non-Travel,No,0,0,0,2,5765,Medium,16,3,0,3,1,1,2,1,25,No
EMP1266,26,Female,Single,Research & Development,Research Director,4,Medical,Travel_Rarely,Yes,4,0,1,2,5511,Medium,19,1,3,3,3,4,2,3,21,No
EMP1267,57,Male,Married,Research & Development,Manufacturing Director,3,Marketing,Travel_Rarely,No,14,5,2,4,4073,Medium,25,1,5,3,4,4,4,2,27,No
EMP1268,34,Female,Divorced,Sales,Sales Representative,4,Human Resources,Travel_Rarely,Yes,1,1,0,2,1066,Low,11,0,2,3,3,4,2,1,17,No
EMP1269,18,Female,Single,Sales,Manager,5,Technical Degree,Travel_Rarely,No,8,1,1,3,7357,High,23,3,0,3,4,3,1,4,1,No
EMP1270,42,Male,Married,Human Resources,Human Resources,1,Other,Travel_Rarely,No,14,0,7,2,5192,Medium,19,3,4,3,2,2,3,1,18,Yes
EMP1271,57,Female,Married,Sales,Sales Executive,4,Marketing,Non-Travel,Yes,6,2,4,6,2606,Low,23,2,5,3,4,4,2,3,10,No
